"id","longitude","latitude","start_date","end_date","label"
51,-64.7504009901287,-10.1005623712947,"2018-07-12","2019-07-28","Deforestation"
52,-64.893872860158,-10.2959329371205,"2018-07-12","2019-07-28","Deforestation"
53,-64.7522050072179,-10.4448126515163,"2018-07-12","2019-07-28","Deforestation"
54,-64.8836654978885,-10.1437615557051,"2018-07-12","2019-07-28","Deforestation"
55,-64.9451010156412,-10.2244880454072,"2018-07-12","2019-07-28","Deforestation"
56,-64.9276506287246,-10.0379226193106,"2018-07-12","2019-07-28","Deforestation"
57,-65.1433423732627,-9.96871858853218,"2018-07-12","2019-07-28","Forest"
58,-65.1827212161516,-10.1574549731144,"2018-07-12","2019-07-28","Forest"
59,-65.1668187215123,-10.0851629073611,"2018-07-12","2019-07-28","Forest"
60,-65.6478109295189,-10.505952695302,"2018-07-12","2019-07-28","Forest"
61,-64.8141801027157,-9.9545786929338,"2018-07-12","2019-07-28","Deforestation"
62,-65.1654381912058,-10.9099101411011,"2018-07-12","2019-07-28","Forest"
63,-65.0398927249459,-9.98943393169848,"2018-07-12","2019-07-28","Deforestation"
64,-64.9489566370533,-10.183244760034,"2018-07-12","2019-07-28","Deforestation"
65,-65.029683880863,-10.0633465139306,"2018-07-12","2019-07-28","Deforestation"
66,-65.4721053546145,-10.2219993365087,"2018-07-12","2019-07-28","Deforestation"
67,-64.9159808172932,-10.9154598419553,"2018-07-12","2019-07-28","Forest"
68,-65.3700609414131,-10.410548971216,"2018-07-12","2019-07-28","Forest"
69,-64.8922385296017,-10.2513764087549,"2018-07-12","2019-07-28","Forest"
70,-64.970643121214,-10.9105028306282,"2018-07-12","2019-07-28","Forest"
71,-65.6709784910889,-10.0362914763976,"2018-07-12","2019-07-28","Forest"
72,-65.5243081038949,-10.190062700474,"2018-07-12","2019-07-28","Forest"
73,-65.6745424933307,-9.9593727173895,"2018-07-12","2019-07-28","Forest"
74,-64.9997173172194,-10.0700373864178,"2018-07-12","2019-07-28","Forest"
75,-64.9206618165455,-10.54156072586,"2018-07-12","2019-07-28","Forest"
76,-65.0989115566989,-10.8255027813629,"2018-07-12","2019-07-28","Forest"
77,-65.5875632587637,-10.2407102148793,"2018-07-12","2019-07-28","Forest"
78,-65.0381877812957,-10.3533576979191,"2018-07-12","2019-07-28","Forest"
79,-64.8755157911298,-10.3866188828951,"2018-07-12","2019-07-28","Forest"
80,-64.8398287611909,-10.466919457223,"2018-07-12","2019-07-28","Forest"
81,-65.5567709832609,-10.3703482153994,"2018-07-12","2019-07-28","Forest"
82,-65.5621844598217,-10.4409653682714,"2018-07-12","2019-07-28","Forest"
83,-64.7728495962452,-10.8252893024182,"2018-07-12","2019-07-28","Forest"
84,-65.5947304347686,-10.190866345825,"2018-07-12","2019-07-28","Forest"
85,-65.4770110619981,-10.0292130083831,"2018-07-12","2019-07-28","Forest"
86,-65.6190576345074,-10.4196318837624,"2018-07-12","2019-07-28","Forest"
87,-64.9148774968296,-10.7708367607142,"2018-07-12","2019-07-28","Forest"
88,-65.5930097393121,-10.7093436162956,"2018-07-12","2019-07-28","Forest"
89,-64.9804917472935,-9.96818810658985,"2018-07-12","2019-07-28","Forest"
90,-65.538191205004,-10.7749434958649,"2018-07-12","2019-07-28","Forest"
91,-64.7869400195358,-10.4179514987482,"2018-07-12","2019-07-28","Forest"
92,-65.3554704721086,-10.253409504052,"2018-07-12","2019-07-28","Forest"
93,-64.9771239633367,-10.9085628527463,"2018-07-12","2019-07-28","Forest"
94,-65.3658712113296,-10.2778246147663,"2018-07-12","2019-07-28","Forest"
95,-65.6202902135376,-10.4251334078348,"2018-07-12","2019-07-28","Forest"
96,-64.9028335452594,-10.4495548140413,"2018-07-12","2019-07-28","Forest"
97,-65.358870291836,-10.1077044863165,"2018-07-12","2019-07-28","Forest"
98,-65.6112406173451,-10.3355750670892,"2018-07-12","2019-07-28","Forest"
99,-65.6945074635936,-10.2013523694956,"2018-07-12","2019-07-28","Forest"
100,-64.7872192927185,-9.97705381522224,"2018-07-12","2019-07-28","Forest"
101,-64.8407954145813,-10.4914120575127,"2018-07-12","2019-07-28","Forest"
102,-64.8157859317779,-10.3685206528188,"2018-07-12","2019-07-28","Forest"
103,-65.6593553738598,-10.5213965797033,"2018-07-12","2019-07-28","Forest"
104,-65.17479588457,-10.90143849702,"2018-07-12","2019-07-28","Forest"
105,-65.6242700635818,-10.5184363869322,"2018-07-12","2019-07-28","Forest"
106,-65.119718093485,-10.8459678469003,"2018-07-12","2019-07-28","Forest"
107,-65.2042984419597,-10.1644507227912,"2018-07-12","2019-07-28","Forest"
108,-65.6919018851177,-10.7862041892965,"2018-07-12","2019-07-28","Forest"
109,-64.8205791286586,-10.5019245126993,"2018-07-12","2019-07-28","Forest"
110,-65.3075097933056,-10.0288989952015,"2018-07-12","2019-07-28","Forest"
111,-65.6944286195974,-10.5229975845208,"2018-07-12","2019-07-28","Forest"
112,-64.8321725481209,-10.8665256258739,"2018-07-12","2019-07-28","Forest"
113,-65.7317832294844,-10.7806146406425,"2018-07-12","2019-07-28","Forest"
114,-65.2394829004273,-10.3678362884752,"2018-07-12","2019-07-28","Forest"
115,-65.5547668652549,-10.0160631729926,"2018-07-12","2019-07-28","Forest"
116,-64.9966840937966,-10.5019506623852,"2018-07-12","2019-07-28","Forest"
117,-64.798944380361,-10.7694521229699,"2018-07-12","2019-07-28","Forest"
118,-65.0013248765681,-10.5840867740827,"2018-07-12","2019-07-28","Forest"
119,-65.5676470050087,-10.0309635657471,"2018-07-12","2019-07-28","Forest"
120,-64.8872840522642,-10.9336266905603,"2018-07-12","2019-07-28","Forest"
121,-65.5659342519362,-10.4084063365288,"2018-07-12","2019-07-28","Forest"
122,-65.4218662313112,-10.3334390971012,"2018-07-12","2019-07-28","Forest"
123,-65.4432328849422,-10.5337096688442,"2018-07-12","2019-07-28","Forest"
124,-65.1014454849595,-10.186729343122,"2018-07-12","2019-07-28","Forest"
125,-65.4474593527494,-10.7203707661057,"2018-07-12","2019-07-28","Forest"
126,-65.0217645782675,-10.7737735394135,"2018-07-12","2019-07-28","Forest"
127,-65.1695856646906,-10.2786559231074,"2018-07-12","2019-07-28","Forest"
128,-64.9755882338318,-10.7440615351624,"2018-07-12","2019-07-28","Forest"
129,-65.0099156511032,-10.4717670618151,"2018-07-12","2019-07-28","Forest"
130,-65.3077787225377,-10.7133945369475,"2018-07-12","2019-07-28","Forest"
131,-65.0272344213199,-10.6616558455166,"2018-07-12","2019-07-28","Forest"
132,-65.2464721646334,-10.8748931270844,"2018-07-12","2019-07-28","Forest"
133,-65.3194472049495,-10.1804652838583,"2018-07-12","2019-07-28","Forest"
134,-65.1854699508022,-10.1457772751541,"2018-07-12","2019-07-28","Forest"
135,-65.5801780893862,-10.3756728774026,"2018-07-12","2019-07-28","Forest"
136,-65.6081789377082,-10.3073185221827,"2018-07-12","2019-07-28","Forest"
137,-65.6450672410783,-10.7702545455483,"2018-07-12","2019-07-28","Forest"
138,-64.8633550507978,-10.9101802352573,"2018-07-12","2019-07-28","Forest"
139,-65.5035957203266,-10.3284773532816,"2018-07-12","2019-07-28","Forest"
140,-65.060893386762,-10.1944898645544,"2018-07-12","2019-07-28","Forest"
141,-64.7609690433181,-10.9355559653965,"2018-07-12","2019-07-28","Forest"
142,-65.7322112251255,-10.1089744332639,"2018-07-12","2019-07-28","Forest"
143,-65.6087475564121,-10.7227653177526,"2018-07-12","2019-07-28","Forest"
144,-65.3618609561993,-10.8752925030865,"2018-07-12","2019-07-28","Forest"
145,-65.0293184930036,-10.7824014325338,"2018-07-12","2019-07-28","Forest"
146,-65.6659886615827,-10.2048392878444,"2018-07-12","2019-07-28","Forest"
147,-65.5566487694169,-10.0467712414894,"2018-07-12","2019-07-28","Forest"
148,-65.5682824088084,-10.076770945768,"2018-07-12","2019-07-28","Forest"
149,-64.9131316123879,-10.5351882783282,"2018-07-12","2019-07-28","Forest"
150,-64.9497727577953,-10.7808335512355,"2018-07-12","2019-07-28","Forest"
151,-64.7560188789478,-10.3263629328814,"2018-07-12","2019-07-28","Forest"
152,-65.3913158788284,-9.95564702235261,"2018-07-12","2019-07-28","Forest"
153,-65.4936495550399,-10.1887619636523,"2018-07-12","2019-07-28","Forest"
154,-64.8124307152393,-10.4987167125125,"2018-07-12","2019-07-28","Forest"
155,-65.5309064540514,-10.1824212879805,"2018-07-12","2019-07-28","Forest"
156,-64.7634393614594,-10.6056673742676,"2018-07-12","2019-07-28","Forest"
157,-65.4631904422299,-10.6882580067878,"2018-07-12","2019-07-28","Forest"
158,-64.9782248743917,-10.529183879585,"2018-07-12","2019-07-28","Forest"
159,-65.0385657810844,-10.327051826654,"2018-07-12","2019-07-28","Forest"
160,-65.0418630242953,-10.8259761062901,"2018-07-12","2019-07-28","Forest"
161,-64.9918468226681,-10.3878160999728,"2018-07-12","2019-07-28","Forest"
162,-65.5868027616637,-10.4816079519443,"2018-07-12","2019-07-28","Forest"
163,-65.6908066203879,-10.7142062584302,"2018-07-12","2019-07-28","Forest"
164,-64.9220119625863,-10.8289156958078,"2018-07-12","2019-07-28","Forest"
165,-65.3548272366558,-10.6048689957955,"2018-07-12","2019-07-28","Forest"
166,-65.7024122968365,-10.4961864547182,"2018-07-12","2019-07-28","Forest"
167,-65.2156650363327,-10.5490317455683,"2018-07-12","2019-07-28","Forest"
168,-65.0744378396041,-10.5335396195783,"2018-07-12","2019-07-28","Forest"
169,-64.9302834128036,-10.5022709020888,"2018-07-12","2019-07-28","Forest"
170,-65.1286846790623,-10.2627481821365,"2018-07-12","2019-07-28","Forest"
171,-65.4774065550526,-10.8957073740937,"2018-07-12","2019-07-28","Forest"
172,-65.4866948219008,-10.3145113636989,"2018-07-12","2019-07-28","Forest"
173,-64.7726311657583,-10.1116536897812,"2018-07-12","2019-07-28","Forest"
174,-65.5888850190098,-10.4133718898355,"2018-07-12","2019-07-28","Forest"
175,-65.2367344410655,-10.4688083188273,"2018-07-12","2019-07-28","Forest"
176,-65.507541720633,-10.6820314389677,"2018-07-12","2019-07-28","Forest"
177,-65.5406255553114,-10.8361862639592,"2018-07-12","2019-07-28","Forest"
178,-65.5589954769361,-10.216177827035,"2018-07-12","2019-07-28","Forest"
179,-65.7103642945128,-10.0696722447095,"2018-07-12","2019-07-28","Forest"
180,-65.7197640464356,-10.8360121293391,"2018-07-12","2019-07-28","Forest"
181,-65.2012092365111,-10.1662791347909,"2018-07-12","2019-07-28","Forest"
182,-65.5527601410345,-10.2235458777333,"2018-07-12","2019-07-28","Forest"
183,-64.7666263336826,-10.1480285477268,"2018-07-12","2019-07-28","Forest"
184,-65.6741859211554,-10.4729342840853,"2018-07-12","2019-07-28","Forest"
185,-65.3307422165184,-10.4509632698314,"2018-07-12","2019-07-28","Forest"
186,-64.6944799243994,-9.98631218307752,"2018-07-12","2019-07-28","Deforestation"
187,-64.6297942235096,-9.99666756392197,"2018-07-12","2019-07-28","Deforestation"
188,-64.521625014157,-9.97977178653196,"2018-07-12","2019-07-28","Deforestation"
189,-64.5204929298378,-10.0036823551838,"2018-07-12","2019-07-28","Deforestation"
190,-64.7076592900856,-10.0615057704589,"2018-07-12","2019-07-28","Deforestation"
191,-64.4830433908517,-10.0581557371367,"2018-07-12","2019-07-28","Deforestation"
192,-64.7122223941479,-10.0774813995969,"2018-07-12","2019-07-28","Deforestation"
193,-64.6921862143848,-10.081131656729,"2018-07-12","2019-07-28","Deforestation"
194,-64.6917103981197,-10.0889966196999,"2018-07-12","2019-07-28","Deforestation"
195,-64.4575504848519,-10.1063808235146,"2018-07-12","2019-07-28","Deforestation"
196,-64.452475111357,-10.1074712357889,"2018-07-12","2019-07-28","Deforestation"
197,-64.725313172521,-10.1308159712975,"2018-07-12","2019-07-28","Deforestation"
198,-64.7283173458029,-10.1355671366509,"2018-07-12","2019-07-28","Deforestation"
199,-64.5366496909586,-10.132420393422,"2018-07-12","2019-07-28","Deforestation"
200,-64.4671706034087,-10.1553776535529,"2018-07-12","2019-07-28","Deforestation"
201,-64.4194623842297,-10.1486882497124,"2018-07-12","2019-07-28","Deforestation"
202,-64.4275579207588,-10.1541831475637,"2018-07-12","2019-07-28","Deforestation"
203,-64.7214209254992,-10.1730738202375,"2018-07-12","2019-07-28","Deforestation"
204,-64.7147968167099,-10.1793014154725,"2018-07-12","2019-07-28","Deforestation"
205,-64.6758014579703,-10.1841782406361,"2018-07-12","2019-07-28","Deforestation"
206,-64.72398773559,-10.2666243299746,"2018-07-12","2019-07-28","Deforestation"
207,-64.6972609299532,-10.2826927116112,"2018-07-12","2019-07-28","Deforestation"
208,-64.6604598820684,-10.280743285701,"2018-07-12","2019-07-28","Deforestation"
209,-64.4734944114914,-10.2308852048984,"2018-07-12","2019-07-28","Deforestation"
210,-64.4321112248035,-10.2259521097966,"2018-07-12","2019-07-28","Deforestation"
211,-64.4729462898134,-10.2677463877429,"2018-07-12","2019-07-28","Deforestation"
212,-64.4566396698934,-10.2880268898284,"2018-07-12","2019-07-28","Deforestation"
213,-64.4688353772285,-10.3331098978426,"2018-07-12","2019-07-28","Deforestation"
214,-64.5000783128737,-10.3406465709149,"2018-07-12","2019-07-28","Deforestation"
215,-64.4990912140657,-10.3526732243851,"2018-07-12","2019-07-28","Deforestation"
216,-64.4042203345601,-10.3710758889639,"2018-07-12","2019-07-28","Deforestation"
217,-64.4478837995856,-10.3771339089805,"2018-07-12","2019-07-28","Deforestation"
218,-64.4716586705942,-10.3820489063525,"2018-07-12","2019-07-28","Deforestation"
219,-64.5035490023798,-10.4223976057085,"2018-07-12","2019-07-28","Deforestation"
220,-64.4555420513047,-10.4279984166673,"2018-07-12","2019-07-28","Deforestation"
221,-64.4609142577345,-10.4131391222869,"2018-07-12","2019-07-28","Deforestation"
222,-64.4843462219498,-10.4339421344194,"2018-07-12","2019-07-28","Deforestation"
223,-64.6723826947809,-10.3336860087127,"2018-07-12","2019-07-28","Deforestation"
224,-64.6116111615047,-10.3686917413664,"2018-07-12","2019-07-28","Deforestation"
225,-64.4842301899473,-10.4367575788348,"2018-07-12","2019-07-28","Deforestation"
226,-64.5339395984255,-10.4336227512731,"2018-07-12","2019-07-28","Deforestation"
227,-64.4544493281113,-10.4177246972103,"2018-07-12","2019-07-28","Deforestation"
228,-64.3371172108025,-10.4286965936762,"2018-07-12","2019-07-28","Deforestation"
229,-64.5063705366585,-10.4854463669925,"2018-07-12","2019-07-28","Deforestation"
230,-64.4479352348772,-10.4846838660203,"2018-07-12","2019-07-28","Deforestation"
231,-64.4456477319605,-10.4803861332677,"2018-07-12","2019-07-28","Deforestation"
232,-64.6191608267872,-10.493966559254,"2018-07-12","2019-07-28","Deforestation"
233,-64.5756178772456,-10.4870913566948,"2018-07-12","2019-07-28","Deforestation"
234,-64.7072473445347,-10.4299801438889,"2018-07-12","2019-07-28","Deforestation"
235,-64.6671072847879,-10.4270157083387,"2018-07-12","2019-07-28","Deforestation"
236,-64.6504423498033,-10.44472220176,"2018-07-12","2019-07-28","Deforestation"
237,-64.7068646049261,-10.5212314461329,"2018-07-12","2019-07-28","Deforestation"
238,-64.6913008026633,-10.5472187122965,"2018-07-12","2019-07-28","Deforestation"
239,-64.3519151545719,-10.4354303071239,"2018-07-12","2019-07-28","Deforestation"
240,-64.3166623541423,-10.0917743822325,"2018-07-12","2019-07-28","Deforestation"
241,-64.292527975111,-10.1167019098704,"2018-07-12","2019-07-28","Deforestation"
242,-64.3858928968095,-10.1233870195551,"2018-07-12","2019-07-28","Deforestation"
243,-64.18054649441,-10.1412511139879,"2018-07-12","2019-07-28","Deforestation"
244,-64.211855712467,-10.1582380301678,"2018-07-12","2019-07-28","Deforestation"
245,-64.2464956984024,-10.1837739172356,"2018-07-12","2019-07-28","Deforestation"
246,-64.2544895413106,-10.1923228881235,"2018-07-12","2019-07-28","Deforestation"
247,-64.2462098469794,-10.2196865318469,"2018-07-12","2019-07-28","Deforestation"
248,-64.2127121523291,-10.2459914699772,"2018-07-12","2019-07-28","Deforestation"
249,-64.2132601718735,-10.2503071238892,"2018-07-12","2019-07-28","Deforestation"
250,-64.179858287805,-10.4057821437446,"2018-07-12","2019-07-28","Deforestation"
251,-64.156815153501,-10.3911952055155,"2018-07-12","2019-07-28","Deforestation"
252,-63.9871231763862,-10.1604448539996,"2018-07-12","2019-07-28","Deforestation"
253,-63.9603629659658,-10.2190070536151,"2018-07-12","2019-07-28","Deforestation"
254,-64.0540883406265,-10.2140945512191,"2018-07-12","2019-07-28","Deforestation"
255,-63.9917477966237,-10.0709736479549,"2018-07-12","2019-07-28","Deforestation"
256,-63.7734754292379,-10.3404229144299,"2018-07-12","2019-07-28","Deforestation"
257,-63.8222045394478,-10.3596004387511,"2018-07-12","2019-07-28","Deforestation"
258,-63.8207992291649,-10.3646361339316,"2018-07-12","2019-07-28","Deforestation"
259,-63.7348181391421,-10.4158011126245,"2018-07-12","2019-07-28","Deforestation"
260,-63.7298943927756,-10.2000069090931,"2018-07-12","2019-07-28","Deforestation"
261,-63.7346032908574,-10.0284355918524,"2018-07-12","2019-07-28","Deforestation"
262,-63.8126028104897,-10.1507343584019,"2018-07-12","2019-07-28","Deforestation"
263,-64.2413634719588,-10.4843324429172,"2018-07-12","2019-07-28","Deforestation"
264,-64.2354016109727,-10.4341504993653,"2018-07-12","2019-07-28","Deforestation"
265,-64.2093990925425,-10.4590519339531,"2018-07-12","2019-07-28","Deforestation"
266,-64.2951501675352,-10.5118864197529,"2018-07-12","2019-07-28","Deforestation"
267,-64.2541679467001,-10.5430829397423,"2018-07-12","2019-07-28","Deforestation"
268,-64.2618934999994,-10.5590490832274,"2018-07-12","2019-07-28","Deforestation"
269,-64.279919791031,-10.5434508232327,"2018-07-12","2019-07-28","Deforestation"
270,-64.140341276751,-10.4812120841805,"2018-07-12","2019-07-28","Deforestation"
271,-64.0890374262069,-10.4598716565362,"2018-07-12","2019-07-28","Deforestation"
272,-64.0815414476786,-10.4588377284633,"2018-07-12","2019-07-28","Deforestation"
273,-64.1491344954421,-10.5226827869626,"2018-07-12","2019-07-28","Deforestation"
274,-64.129378462036,-10.6062340875973,"2018-07-12","2019-07-28","Deforestation"
275,-64.1036632004042,-10.607408345996,"2018-07-12","2019-07-28","Deforestation"
276,-64.1244802343713,-10.5684237187486,"2018-07-12","2019-07-28","Deforestation"
277,-63.9720842972032,-10.4841706764632,"2018-07-12","2019-07-28","Deforestation"
278,-63.9923273001505,-10.4353841923728,"2018-07-12","2019-07-28","Deforestation"
279,-63.839383030488,-10.4612498426541,"2018-07-12","2019-07-28","Deforestation"
280,-63.8235140808697,-10.4453808930358,"2018-07-12","2019-07-28","Deforestation"
281,-63.7265371665355,-10.4743270326174,"2018-07-12","2019-07-28","Deforestation"
282,-63.7100253775229,-10.5121994563593,"2018-07-12","2019-07-28","Deforestation"
283,-63.9965357161725,-10.6144951140378,"2018-07-12","2019-07-28","Deforestation"
284,-63.9899035468286,-10.6188583833431,"2018-07-12","2019-07-28","Deforestation"
285,-63.9938483458319,-10.8025172661833,"2018-07-12","2019-07-28","Deforestation"
286,-63.960904197177,-10.7829464848041,"2018-07-12","2019-07-28","Deforestation"
287,-63.9264922399185,-10.773650363649,"2018-07-12","2019-07-28","Deforestation"
288,-63.8703893332981,-10.7897962582869,"2018-07-12","2019-07-28","Deforestation"
289,-63.8707155129878,-10.7972983911489,"2018-07-12","2019-07-28","Deforestation"
290,-63.946715380677,-10.826328383528,"2018-07-12","2019-07-28","Deforestation"
291,-64.4198347934678,-10.0088726029417,"2018-07-12","2019-07-28","Forest"
292,-64.4759566140605,-10.0071923089119,"2018-07-12","2019-07-28","Forest"
293,-64.424875675557,-10.073059834877,"2018-07-12","2019-07-28","Forest"
294,-64.4359656161532,-10.0885185399504,"2018-07-12","2019-07-28","Forest"
295,-64.5095624946549,-10.0965839512931,"2018-07-12","2019-07-28","Forest"
296,-64.5122509651025,-10.0562568945798,"2018-07-12","2019-07-28","Forest"
297,-64.5781184910675,-10.1009527157703,"2018-07-12","2019-07-28","Forest"
298,-64.641297546585,-10.1046493626357,"2018-07-12","2019-07-28","Forest"
299,-64.6325600176304,-10.1621154184522,"2018-07-12","2019-07-28","Forest"
300,-64.6265109591235,-10.1943770638228,"2018-07-12","2019-07-28","Forest"
301,-64.6416336053909,-10.2239502387459,"2018-07-12","2019-07-28","Forest"
302,-64.682968838522,-10.2525152372511,"2018-07-12","2019-07-28","Forest"
303,-64.5757660794259,-10.2585642957581,"2018-07-12","2019-07-28","Forest"
304,-64.5203163764451,-10.2498267668036,"2018-07-12","2019-07-28","Forest"
305,-64.4954480248053,-10.2222699447162,"2018-07-12","2019-07-28","Forest"
306,-64.5256933173402,-10.1876558877039,"2018-07-12","2019-07-28","Forest"
307,-64.491079260328,-10.1762298883018,"2018-07-12","2019-07-28","Forest"
308,-64.5112427886846,-10.1345585963648,"2018-07-12","2019-07-28","Forest"
309,-64.5606434331584,-10.1469927721847,"2018-07-12","2019-07-28","Forest"
310,-64.5784545498734,-10.1372470668123,"2018-07-12","2019-07-28","Forest"
311,-64.5828233143507,-10.199417945912,"2018-07-12","2019-07-28","Forest"
312,-64.5922329609171,-10.175221711884,"2018-07-12","2019-07-28","Forest"
313,-64.5734136677843,-10.2313435324766,"2018-07-12","2019-07-28","Forest"
314,-64.4373098513769,-10.1291816554696,"2018-07-12","2019-07-28","Forest"
315,-64.4584815561514,-10.0391178954766,"2018-07-12","2019-07-28","Forest"
316,-64.5300620818175,-10.0176101318962,"2018-07-12","2019-07-28","Forest"
317,-64.6537317224049,-10.0871743047266,"2018-07-12","2019-07-28","Forest"
318,-64.6755755447913,-10.2424334730728,"2018-07-12","2019-07-28","Forest"
319,-64.6006344310658,-10.2343680617301,"2018-07-12","2019-07-28","Forest"
320,-64.6234864298699,-10.1285095378578,"2018-07-12","2019-07-28","Forest"
321,-64.4749484376427,-10.1261571262161,"2018-07-12","2019-07-28","Forest"
322,-64.4648666734643,-10.0740680112948,"2018-07-12","2019-07-28","Forest"
323,-64.5976099018122,-10.0824694814434,"2018-07-12","2019-07-28","Forest"
324,-64.6544038400168,-10.1046493626357,"2018-07-12","2019-07-28","Forest"
325,-64.5105706710727,-10.0216428375675,"2018-07-12","2019-07-28","Forest"
326,-64.436973792571,-9.99912689756929,"2018-07-12","2019-07-28","Forest"
327,-64.4420146746601,-10.031052484134,"2018-07-12","2019-07-28","Forest"
328,-64.4951119659993,-10.0767564817424,"2018-07-12","2019-07-28","Forest"
329,-64.5334226698769,-10.1476648897966,"2018-07-12","2019-07-28","Forest"
330,-64.5589631391287,-10.2034506515833,"2018-07-12","2019-07-28","Forest"
331,-64.5411520224136,-10.2518431196392,"2018-07-12","2019-07-28","Forest"
332,-64.5656843152476,-10.2662936482948,"2018-07-12","2019-07-28","Forest"
333,-64.6517153695692,-10.265285471877,"2018-07-12","2019-07-28","Forest"
334,-64.6456663110623,-10.2457940611322,"2018-07-12","2019-07-28","Forest"
335,-64.6197897830046,-10.1651399477057,"2018-07-12","2019-07-28","Forest"
336,-64.5713973149486,-10.1708529474067,"2018-07-12","2019-07-28","Forest"
337,-64.5922329609171,-10.1325422435291,"2018-07-12","2019-07-28","Forest"
338,-64.4870465546566,-10.1584187715868,"2018-07-12","2019-07-28","Forest"
339,-64.4050482060063,-10.0243313080151,"2018-07-12","2019-07-28","Forest"
340,-64.4924234955518,-9.98635666294341,"2018-07-12","2019-07-28","Forest"
341,-64.5213245528629,-10.0142495438368,"2018-07-12","2019-07-28","Forest"
342,-64.6302076059888,-10.0649944235343,"2018-07-12","2019-07-28","Forest"
343,-64.6661658982248,-10.0596174826392,"2018-07-12","2019-07-28","Forest"
